,Protein ID,Protein Descrip,Carbo1 ID,Carbo1 Descrip,Carbo2 ID,Carbo2 Descrip,Vege ID,Vege Descrip,Fruit ID,Fruit Descrip,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g
272,17377.0,"Lamb, New Zealand, imported, testes, raw",1193.0,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,20076.0,"Wheat, durum",11258.0,"Mountain yam, hawaii, raw",9517.0,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",674.0,31.04,17.12,105.55999999999999,16.18
273,10922.0,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted",28264.0,"KEEBLER, Oatmeal Cookies",18237.0,"Cream puff shell, prepared from recipe",11810.0,"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",9452.0,Orange Pineapple Juice Blend,1064.0,33.89,51.92,115.74,51.33
274,1219.0,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",11274.0,"Mustard spinach, (tendergreen), raw",1212.0,"Milk, dry, whole, without added vitamin D",11205.0,"Cucumber, with peel, raw",9258.0,"Pears, canned, extra heavy syrup pack, solids and liquids",735.0,34.22,28.66,89.8,42.99
275,1200.0,Reddi Wip Fat Free Whipped Topping,43396.0,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",11024.0,"Balsam-pear (bitter gourd), pods, raw",9124.0,"Grapefruit juice, white, canned, sweetened",362.0,15.82,6.37,64.33,30.03
276,17222.0,"Veal, variety meats and by-products, tongue, raw",28274.0,"MURRAY, Honey Graham",20029.0,"Couscous, cooked",11632.0,"Peppers, jalapeno, canned, solids and liquids",9258.0,"Pears, canned, extra heavy syrup pack, solids and liquids",812.0,27.98,19.91,130.82,24.240000000000002
277,10110.0,"Pork, fresh, variety meats and by-products, liver, raw",11147.0,"Chard, swiss, raw",11788.0,"Hyacinth-beans, immature seeds, cooked, boiled, drained, with salt",11361.0,"Potatoes, roasted, salt added in processing, frozen, unprepared",9316.0,"Strawberries, raw",365.0,29.03,6.2299999999999995,49.24,6.68
278,17405.0,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, cooked, fast fried",11726.0,"Beans, snap, green, canned, no salt added, solids and liquids",1046.0,"Cheese food, pasteurized process, American, vitamin D fortified",11969.0,"Broccoli, chinese, cooked",9237.0,"Peaches, canned, water pack, solids and liquids",603.0,43.5,39.269999999999996,22.020000000000003,11.239999999999998
279,43261.0,"Yogurt, fruit variety, nonfat",11767.0,"Chrysanthemum, garland, cooked, boiled, drained, with salt",11810.0,"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",43406.0,Yeast extract spread,9144.0,"Jackfruit, raw",445.0,35.14,2.21,75.41,46.51
280,23279.0,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",11927.0,"Mountain yam, hawaii, cooked, steamed, with salt",18262.0,"English muffins, raisin-cinnamon (includes apple-cinnamon)",11205.0,"Cucumber, with peel, raw",9135.0,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",635.0,36.959999999999994,16.419999999999998,87.58999999999999,30.63
281,43378.0,"Pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium",11286.0,"Onions, yellow, sauteed",11293.0,"Onions, welsh, raw",11906.0,"Corn, sweet, white, canned, cream style, regular pack",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",883.0,42.220000000000006,53.55,60.64,4.390000000000001
282,10110.0,"Pork, fresh, variety meats and by-products, liver, raw",11850.0,"Radishes, oriental, cooked, boiled, drained, with salt",1077.0,"Milk, whole, 3.25% milkfat, with added vitamin D",11643.0,"Squash, winter, all varieties, raw",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",324.0,26.51,7.38,39.489999999999995,25.979999999999997
283,15178.0,"Mollusks, whelk, unspecified, cooked, moist heat",1121.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",11205.0,"Cucumber, with peel, raw",31029.0,"Potatoes, french fried, wedge cut, frozen, unprepared",9226.0,"Papayas, raw",601.0,55.73,9.72,71.24000000000001,28.88
284,5068.0,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, flour",11293.0,"Onions, welsh, raw",11445.0,"Seaweed, kelp, raw",11634.0,"Peppers, sweet, green, freeze-dried",9293.0,"Plums, dried (prunes), stewed, with added sugar",760.0,49.53,17.9,119.28,41.26
285,15268.0,"Fish, cod, Pacific, untreated, raw",18247.0,"Danish pastry, nut (includes almond, raisin nut, cinnamon nut)",28187.0,"KELLOGG'S, SPECIAL K, Cracker Chips, Sea Salt",11046.0,"Beans, navy, mature seeds, sprouted, raw",9229.0,"Papaya nectar, canned",987.0,37.760000000000005,33.85,148.66,40.38
286,1281.0,"Yogurt, Greek, non fat, strawberry, CHOBANI",42136.0,"Cream substitute, powdered, light",11359.0,"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased",11830.0,"Potatoes, baked, skin, with salt",9325.0,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",945.0,16.97,21.01,177.40000000000003,85.87
287,13355.0,"Beef, cured, pastrami",43312.0,"Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added",1121.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",11447.0,"Sesbania flower, raw",9301.0,"Rambutan, canned, syrup pack",395.0,29.5,7.3500000000000005,54.32000000000001,21.560000000000002
288,1193.0,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,9229.0,"Papaya nectar, canned",11863.0,"Squash, winter, all varieties, cooked, baked, with salt",11703.0,"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",9055.0,"Blueberries, frozen, sweetened",376.0,9.07,13.13,60.989999999999995,44.17
289,17199.0,"Lamb, variety meats and by-products, liver, raw",20131.0,Barley malt flour,11151.0,"Chicory, witloof, raw",44055.0,"Celery flakes, dried",9252.0,"Pears, raw",893.0,43.22,9.2,163.01,46.449999999999996
290,42129.0,"Bologna, beef and pork, low fat",1092.0,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",20029.0,"Couscous, cooked",11660.0,"Tomatoes, red, ripe, cooked, stewed",9325.0,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",865.0,52.76,22.96,113.41999999999999,52.29
291,17437.0,"Veal, loin, chop, separable lean and fat, cooked, grilled",11220.0,"Gourd, dishcloth (towelgourd), raw",11232.0,"Jute, potherb, cooked, boiled, drained, without salt",11056.0,"Beans, snap, green, canned, regular pack, drained solids",9286.0,"Pomegranates, raw",360.0,35.71,11.51,34.82,17.47
292,5068.0,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, flour",18982.0,"KASHI, H2H Woven Wheat Cracker, Roasted Garlic",28091.0,"KEEBLER, FUDGE SHOPPE, Fudge Stripes, Oatmeal",11008.0,"Artichokes, (globe or french), cooked, boiled, drained, without salt",9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",1269.0,46.21,49.68,166.05,44.67
293,7045.0,"Luncheon meat, pork, canned",11802.0,"New zealand spinach, cooked, boiled, drained, with salt",18212.0,"Cookies, vanilla wafers, lower fat",11906.0,"Corn, sweet, white, canned, cream style, regular pack",9322.0,"Tamarinds, raw",1100.0,23.34,46.690000000000005,158.95,78.75999999999999
294,17405.0,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, cooked, fast fried",11732.0,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",11791.0,"Kale, frozen, cooked, boiled, drained, with salt",11674.0,"Potatoes, baked, flesh and skin, without salt",9452.0,Orange Pineapple Juice Blend,414.0,31.5,13.63,45.06999999999999,14.32
295,1043.0,"Cheese, pasteurized process, pimento",18262.0,"English muffins, raisin-cinnamon (includes apple-cinnamon)",18939.0,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",11762.0,"Cauliflower, frozen, cooked, boiled, drained, with salt",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",1119.0,36.7,44.36,145.89,61.73
296,15027.0,"Fish, fish sticks, frozen, prepared",18313.0,"Pie, coconut creme, commercially prepared",9106.0,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",11157.0,"Chrysanthemum, garland, raw",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",727.0,17.3,33.56,95.04999999999998,29.869999999999997
297,7205.0,"OSCAR MAYER, Bologna Light (pork, chicken, beef)",11274.0,"Mustard spinach, (tendergreen), raw",42303.0,"Cheese, muenster, low fat",11751.0,"Cabbage, common, cooked, boiled, drained, with salt",9226.0,"Papayas, raw",561.0,40.14,32.970000000000006,29.43,16.71
298,1254.0,"Cheese food, pasteurized process, American, without added vitamin D",20029.0,"Couscous, cooked",11178.0,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared",44055.0,"Celery flakes, dried",9195.0,"Olives, pickled, canned or bottled, green",994.0,36.0,43.99,120.03,44.629999999999995
299,1186.0,"Cheese, cream, fat free",18103.0,"Coffeecake, cheese",11008.0,"Artichokes, (globe or french), cooked, boiled, drained, without salt",11151.0,"Chicory, witloof, raw",9507.0,"Juice Smoothie, NAKED JUICE, MIGHTY MANGO",577.0,26.9,16.64,82.91,18.97
300,10931.0,"Pork, cured, ham, rump, bone-in, separable lean only, heated, roasted",9011.0,"Apples, dried, sulfured, uncooked",43276.0,"Cheese spread, cream cheese base",11818.0,"Peas and onions, frozen, cooked, boiled, drained, with salt",9021.0,"Apricots, raw",763.0,37.989999999999995,32.580000000000005,89.82000000000001,74.38
301,10926.0,"Pork, cured, ham with natural juices, slice, boneless, separable lean and fat, heated, pan-broil",28199.0,"MOTHER'S, English Tea Sandwich Cookies",28057.0,"KEEBLER, CHIPS DELUXE, Oatmeal Chocolate Chip Cookies",11754.0,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",9120.0,"Grapefruit, sections, canned, juice pack, solids and liquids",1136.0,34.050000000000004,47.05,148.33,74.97
302,1184.0,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener",9211.0,"Orange juice, chilled, includes from concentrate, with added calcium",11182.0,"Corn, yellow, whole kernel, frozen, microwaved",11232.0,"Jute, potherb, cooked, boiled, drained, without salt",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",298.0,12.34,2.03,62.230000000000004,29.87
303,10158.0,"USDA Commodity, pork, canned",1114.0,"Whey, sweet, fluid",20025.0,"Cornmeal, self-rising, degermed, enriched, yellow",11058.0,"Beans, snap, canned, all styles, seasoned, solids and liquids",9434.0,"Guanabana nectar, canned",653.0,29.599999999999998,15.399999999999999,98.94,18.21
304,7930.0,"Yachtwurst, with pistachio nuts, cooked",28059.0,"KEEBLER, CHIPS DELUXE, Peanut Butter Cups Cookies",11841.0,"Potatoes, french fried, all types, salt not added in processing, frozen, oven-heated",11295.0,"Onion rings, breaded, par fried, frozen, unprepared",9258.0,"Pears, canned, extra heavy syrup pack, solids and liquids",1314.0,26.8,70.94999999999999,146.69,30.48
305,10158.0,"USDA Commodity, pork, canned",1281.0,"Yogurt, Greek, non fat, strawberry, CHOBANI",9325.0,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",11358.0,"Potatoes, red, flesh and skin, baked",9226.0,"Papayas, raw",494.0,30.61,13.579999999999998,64.97999999999999,20.11
306,23640.0,"Beef, variety meats and by-products, tripe, cooked, simmered",11458.0,"Spinach, cooked, boiled, drained, without salt",20072.0,"Wheat, hard red winter",11366.0,"Potatoes, boiled, cooked in skin, skin, without salt",9301.0,"Rambutan, canned, syrup pack",604.0,30.799999999999997,6.159999999999999,115.0,0.84
307,42136.0,"Cream substitute, powdered, light",18446.0,"Pie crust, standard-type, frozen, ready-to-bake, unenriched",9301.0,"Rambutan, canned, syrup pack",11950.0,"Mushrooms, enoki, raw",9293.0,"Plums, dried (prunes), stewed, with added sugar",1131.0,10.2,45.62,179.06,73.62
308,1186.0,"Cheese, cream, fat free",11751.0,"Cabbage, common, cooked, boiled, drained, with salt",18174.0,"Cookies, graham crackers, chocolate-coated",11056.0,"Beans, snap, green, canned, regular pack, drained solids",9514.0,"Juice Smoothie, BOLTHOUSE FARMS, BERRY BOOST",696.0,22.71,27.34,95.17000000000002,55.64999999999999
309,5692.0,"Chicken, dark meat, thigh, meat and skin, enhanced, cooked, roasted",18082.0,"Bread stuffing, bread, dry mix, prepared",31029.0,"Potatoes, french fried, wedge cut, frozen, unprepared",11136.0,"Cauliflower, cooked, boiled, drained, without salt",9135.0,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",640.0,31.439999999999998,30.459999999999997,62.89,18.729999999999997
310,1179.0,"Sour cream, light",18272.0,"Ice cream cones, sugar, rolled-type",20138.0,"Wheat, KAMUT khorasan, uncooked",11174.0,"Corn, sweet, yellow, canned, cream style, regular pack",9229.0,"Papaya nectar, canned",1004.0,27.849999999999998,17.099999999999998,194.41999999999996,50.86
311,43543.0,"Milk, imitation, non-soy",11224.0,"Hyacinth-beans, immature seeds, raw",31029.0,"Potatoes, french fried, wedge cut, frozen, unprepared",11729.0,"Beans, snap, green, canned, no salt added, drained solids",9340.0,"Pears, asian, raw",322.0,7.88,10.360000000000001,51.67999999999999,17.549999999999997
312,17377.0,"Lamb, New Zealand, imported, testes, raw",11478.0,"Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt",11244.0,"Lambsquarters, raw",11358.0,"Potatoes, red, flesh and skin, baked",9041.0,"Bananas, dehydrated, or banana powder",561.0,22.930000000000003,5.5,118.0,50.44
313,7913.0,"Salami, pork, beef, less sodium",9325.0,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",11830.0,"Potatoes, baked, skin, with salt",44055.0,"Celery flakes, dried",9021.0,"Apricots, raw",1047.0,32.410000000000004,33.190000000000005,158.62,52.75
314,1043.0,"Cheese, pasteurized process, pimento",11182.0,"Corn, yellow, whole kernel, frozen, microwaved",11219.0,"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",11157.0,"Chrysanthemum, garland, raw",9023.0,"Apricots, canned, water pack, without skin, solids and liquids",567.0,30.400000000000002,33.230000000000004,39.790000000000006,3.98
315,5324.0,"Chicken patty, frozen, cooked",18949.0,"Crackers, whole-wheat, reduced fat",11359.0,"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased",11766.0,"Chayote, fruit, cooked, boiled, drained, with salt",9174.0,"Loquats, raw",922.0,29.58,32.839999999999996,128.95999999999998,1.43
316,15017.0,"Fish, cod, Atlantic, canned, solids and liquid",1010.0,"Cheese, cheshire",28272.0,"MURRAY, Chocolate Creme Sandwich Cookies",11362.0,"Potatoes, raw, skin",9135.0,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",1083.0,53.97,51.09,103.28999999999999,52.599999999999994
317,15162.0,"Mollusks, clam, mixed species, canned, liquid",18278.0,"Muffins, blueberry, prepared from recipe, made with low fat (2%) milk",1077.0,"Milk, whole, 3.25% milkfat, with added vitamin D",11924.0,"Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt",9237.0,"Peaches, canned, water pack, solids and liquids",497.0,23.59,21.23,61.11,9.86
318,7081.0,"Turkey breast, sliced, prepackaged",18037.0,"Bread, oat bran",20121.0,"Spaghetti, cooked, enriched, without added salt",11803.0,"Okra, cooked, boiled, drained, with salt",9144.0,"Jackfruit, raw",611.0,36.11999999999999,8.55,100.76,33.019999999999996
319,1083.0,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D",11521.0,"Taro leaves, cooked, steamed, without salt",28057.0,"KEEBLER, CHIPS DELUXE, Oatmeal Chocolate Chip Cookies",11096.0,"Broccoli raab, raw",9011.0,"Apples, dried, sulfured, uncooked",832.0,16.700000000000003,26.29,143.02999999999997,89.87
320,1260.0,"Cheese, cheddar, reduced fat",28253.0,"SUNSHINE, CHEEZ-IT, Snack Mix",11643.0,"Squash, winter, all varieties, raw",11478.0,"Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt",9124.0,"Grapefruit juice, white, canned, sweetened",842.0,39.02,36.190000000000005,93.17,17.4
321,17203.0,"Veal, variety meats and by-products, liver, cooked, braised",9195.0,"Olives, pickled, canned or bottled, green",9514.0,"Juice Smoothie, BOLTHOUSE FARMS, BERRY BOOST",11879.0,"Taro, leaves, cooked, steamed, with salt",9073.0,"Cherries, sweet, canned, light syrup pack, solids and liquids",474.0,33.410000000000004,22.159999999999997,39.69,25.63
322,7232.0,"OSCAR MAYER, Smokie Links Sausage",28142.0,"KEEBLER, TOWN HOUSE, Original Crackers",11711.0,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",11585.0,"Vegetable juice cocktail, low sodium, canned",9147.0,"Jujube, dried",1153.0,22.95,58.50000000000001,143.25,12.86
323,42129.0,"Bologna, beef and pork, low fat",18037.0,"Bread, oat bran",11409.0,"Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",11170.0,"Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids",9258.0,"Pears, canned, extra heavy syrup pack, solids and liquids",957.0,27.59,43.31000000000001,121.19,10.530000000000001
324,1281.0,"Yogurt, Greek, non fat, strawberry, CHOBANI",28152.0,"KEEBLER, Vanilla Wafers Minis, Rainbow",11754.0,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",11024.0,"Balsam-pear (bitter gourd), pods, raw",9340.0,"Pears, asian, raw",617.0,15.09,18.980000000000004,100.05000000000001,49.839999999999996
325,5190.0,"Turkey, all classes, back, meat and skin, cooked, roasted",11484.0,"Squash, winter, acorn, cooked, boiled, mashed, without salt",28253.0,"SUNSHINE, CHEEZ-IT, Snack Mix",11050.0,"Beans, shellie, canned, solids and liquids",9057.0,"Boysenberries, frozen, unsweetened",796.0,39.120000000000005,30.110000000000003,94.03,9.719999999999999
326,15019.0,"Fish, cod, Pacific, raw",11889.0,"Turnips, cooked, boiled, drained, with salt",11641.0,"Squash, summer, all varieties, raw",11870.0,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, with salt",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",170.0,18.43,1.03,24.020000000000003,16.47
327,15171.0,"Mollusks, oyster, Pacific, raw",18970.0,"Tortillas, ready-to-bake or -fry, flour, shelf stable",9445.0,"Kiwifruit, gold, raw",11982.0,"Peppers, pasilla, dried",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",885.0,31.63,26.439999999999998,145.81,13.64
328,17172.0,"Game meat, moose, raw",20068.0,"Tapioca, pearl, dry",11362.0,"Potatoes, raw, skin",31029.0,"Potatoes, french fried, wedge cut, frozen, unprepared",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",724.0,28.06,8.44,133.65,13.389999999999999
329,42136.0,"Cream substitute, powdered, light",18242.0,"Croutons, plain",1224.0,"Protein supplement, milk based, Muscle Milk Light, powder",11151.0,"Chicory, witloof, raw",9023.0,"Apricots, canned, water pack, without skin, solids and liquids",1273.0,65.39,34.43,178.38,77.4
330,1130.0,"Egg, whole, cooked, omelet",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",11889.0,"Turnips, cooked, boiled, drained, with salt",11258.0,"Mountain yam, hawaii, raw",9420.0,"Jackfruit, canned, syrup pack",437.0,13.57,12.13,72.17,3.6100000000000003
331,1178.0,"Sour cream, reduced fat",11892.0,"Turnip greens, frozen, cooked, boiled, drained, with salt",20033.0,"Oat bran, raw",11871.0,"Succotash, (corn and limas), cooked, boiled, drained, with salt",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",607.0,33.22,22.46,112.87,12.2
332,5170.0,"Turkey, skin from whole (light and dark), roasted",1179.0,"Sour cream, light",20322.0,"Cornmeal, degermed, enriched, white",11170.0,"Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids",9150.0,"Lemons, raw, without peel",1055.0,37.60000000000001,52.730000000000004,110.30000000000001,7.16
333,23272.0,"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",18951.0,"Waffles, chocolate chip, frozen, ready-to-heat",11220.0,"Gourd, dishcloth (towelgourd), raw",11018.0,"Asparagus, frozen, unprepared",9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",593.0,39.36,19.849999999999998,67.17,25.1
334,13355.0,"Beef, cured, pastrami",28016.0,"KELLOGG'S, EGGO Protein, Waffles, Homestyle",20046.0,"Rice, white, long-grain, parboiled, enriched, dry",11192.0,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",9258.0,"Pears, canned, extra heavy syrup pack, solids and liquids",996.0,43.47,17.56,163.82,6.36
335,5067.0,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",28074.0,"KEEBLER, E.L. FUDGE, Butter Flavored Cookies",20400.0,"Macaroni, cooked, unenriched",11362.0,"Potatoes, raw, skin",9309.0,"Rhubarb, frozen, uncooked",987.0,36.37,37.39,126.67999999999999,35.56
336,10931.0,"Pork, cured, ham, rump, bone-in, separable lean only, heated, roasted",11634.0,"Peppers, sweet, green, freeze-dried",11151.0,"Chicory, witloof, raw",11749.0,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",653.0,46.54,6.72,119.75000000000001,77.99
337,1031.0,"Cheese, neufchatel",11811.0,"Peas, green, cooked, boiled, drained, with salt",1237.0,"Ice cream, bar or stick, chocolate covered",11122.0,"Cardoon, raw",9272.0,"Pineapple, frozen, chunks, sweetened",771.0,19.709999999999997,47.300000000000004,69.99,48.52
338,5190.0,"Turkey, all classes, back, meat and skin, cooked, roasted",18333.0,"Pie crust, standard-type, dry mix, prepared, baked",11286.0,"Onions, yellow, sauteed",11478.0,"Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",994.0,35.970000000000006,56.089999999999996,87.33999999999999,1.71
339,7226.0,"OSCAR MAYER, Salami Beef Cotto",11266.0,"Mushrooms, brown, italian, or crimini, raw",18446.0,"Pie crust, standard-type, frozen, ready-to-bake, unenriched",11645.0,"Sweet potato, canned, syrup pack, solids and liquids",9056.0,"Boysenberries, canned, heavy syrup",862.0,22.569999999999997,45.32,93.53999999999999,18.22
340,1215.0,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",9420.0,"Jackfruit, canned, syrup pack",28134.0,"KEEBLER, TOASTEDS, Party Pack Cracker Assortment",11641.0,"Squash, summer, all varieties, raw",9195.0,"Olives, pickled, canned or bottled, green",976.0,26.700000000000003,52.74,106.13,17.959999999999997
341,15251.0,"USDA Commodity, salmon nuggets, breaded, frozen, heated",11756.0,"Cardoon, cooked, boiled, drained, with salt",11487.0,"Squash, winter, butternut, frozen, unprepared",11747.0,"Burdock root, cooked, boiled, drained, with salt",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",460.0,17.639999999999997,12.18,75.75999999999999,6.38
342,5137.0,"Chicken, capons, giblets, raw",1096.0,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",28253.0,"SUNSHINE, CHEEZ-IT, Snack Mix",11151.0,"Chicory, witloof, raw",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",797.0,35.34,28.15,102.36,29.139999999999997
343,1224.0,"Protein supplement, milk based, Muscle Milk Light, powder",18059.0,"Bread, rice bran",11734.0,"Beets, cooked, boiled. drained, with salt",11712.0,"Bamboo shoots, cooked, boiled, drained, with salt",9503.0,"Apples, raw, gala, with skin",751.0,62.36,17.12,90.66,27.0
344,7927.0,"Sausage, Italian, turkey, smoked",11596.0,"Winged beans, immature seeds, cooked, boiled, drained, without salt",11863.0,"Squash, winter, all varieties, cooked, baked, with salt",11366.0,"Potatoes, boiled, cooked in skin, skin, without salt",9055.0,"Blueberries, frozen, sweetened",396.0,24.509999999999998,9.99,55.870000000000005,26.22
345,15270.0,"Crustaceans, shrimp, untreated, raw",28171.0,"KELLOGG'S, POP-TARTS, Frosted Pumpkin Pie Toaster Pastries",11266.0,"Mushrooms, brown, italian, or crimini, raw",11274.0,"Mustard spinach, (tendergreen), raw",9322.0,"Tamarinds, raw",762.0,32.3,12.01,141.3,69.12
346,13357.0,"Beef, cured, sausage, cooked, smoked",1070.0,"Dessert topping, powdered",28000.0,"KELLOGG'S, EGGO, Mini Muffin Tops, Chocolate Chip",11029.0,"Beans, kidney, mature seeds, sprouted, raw",9041.0,"Bananas, dehydrated, or banana powder",1564.0,32.3,80.34,192.34,118.33999999999999
347,15270.0,"Crustaceans, shrimp, untreated, raw",11747.0,"Burdock root, cooked, boiled, drained, with salt",18982.0,"KASHI, H2H Woven Wheat Cracker, Roasted Garlic",11192.0,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",9041.0,"Bananas, dehydrated, or banana powder",1056.0,39.75,14.540000000000001,202.95,54.67999999999999
348,10934.0,"Pork, cured, ham, shank, bone-in, separable lean only, unheated",11831.0,"Potatoes, boiled, cooked in skin, flesh, with salt",20068.0,"Tapioca, pearl, dry",11777.0,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",704.0,29.520000000000003,3.8,139.03,17.15
349,23640.0,"Beef, variety meats and by-products, tripe, cooked, simmered",1281.0,"Yogurt, Greek, non fat, strawberry, CHOBANI",18486.0,"Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted raspberry",11738.0,"Broadbeans, immature seeds, cooked, boiled, drained, with salt",9434.0,"Guanabana nectar, canned",694.0,28.85,15.44,110.25999999999999,59.33
350,23439.0,"Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",28302.0,"Cookies, graham crackers, plain or honey, lowfat",28264.0,"KEEBLER, Oatmeal Cookies",11024.0,"Balsam-pear (bitter gourd), pods, raw",9507.0,"Juice Smoothie, NAKED JUICE, MIGHTY MANGO",1144.0,43.6,34.99,164.63,66.25999999999999
351,17434.0,"Veal, seam fat only, cooked",11060.0,"Beans, snap, green, frozen, all styles, unprepared",20054.0,"Rice, white, glutinous, raw",11157.0,"Chrysanthemum, garland, raw",9149.0,"Kumquats, raw",1009.0,24.999999999999996,52.35,110.25000000000001,11.57
352,7070.0,"Salami, cooked, turkey",11924.0,"Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt",18335.0,"Pie crust, standard-type, frozen, ready-to-bake, enriched, baked",11632.0,"Peppers, jalapeno, canned, solids and liquids",9434.0,"Guanabana nectar, canned",891.0,39.83,46.010000000000005,86.85999999999999,20.560000000000002
353,1182.0,"USDA Commodity, cheese, cheddar, reduced fat",1083.0,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D",11674.0,"Potatoes, baked, flesh and skin, without salt",11609.0,"Beets, pickled, canned, solids and liquids",9041.0,"Bananas, dehydrated, or banana powder",829.0,37.87,21.289999999999996,132.68,62.65
354,7961.0,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",11891.0,"Turnip greens, cooked, boiled, drained, with salt",11818.0,"Peas and onions, frozen, cooked, boiled, drained, with salt",11170.0,"Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids",9106.0,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",312.0,23.359999999999996,3.1200000000000006,52.54,7.88
