,Protein ID,Protein Descrip,Carbo1 ID,Carbo1 Descrip,Carbo2 ID,Carbo2 Descrip,Vege ID,Vege Descrip,Fruit ID,Fruit Descrip,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g
159,1089.0,"Milk, low sodium, fluid",11790.0,"Kale, cooked, boiled, drained, with salt",1010.0,"Cheese, cheshire",43312.0,"Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added",9106.0,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",601.0,30.099999999999998,34.720000000000006,44.95,8.120000000000001
160,17199.0,"Lamb, variety meats and by-products, liver, raw",18159.0,"Cookies, chocolate chip, commercially prepared, regular, higher fat, enriched",18190.0,"Cookies, peanut butter sandwich, regular",11122.0,"Cardoon, raw",9124.0,"Grapefruit juice, white, canned, sweetened",1172.0,35.56,51.03000000000001,147.94,79.37
161,7052.0,"Pastrami, turkey",1001.0,"Butter, salted",1096.0,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",11400.0,"Potatoes, frozen, whole, unprepared",9507.0,"Juice Smoothie, NAKED JUICE, MIGHTY MANGO",1131.0,26.76,95.03999999999999,45.91,26.72
162,1035.0,"Cheese, provolone",20046.0,"Rice, white, long-grain, parboiled, enriched, dry",20025.0,"Cornmeal, self-rising, degermed, enriched, yellow",11790.0,"Kale, cooked, boiled, drained, with salt",9286.0,"Pomegranates, raw",1191.0,45.07,30.939999999999998,182.14999999999998,15.81
163,15174.0,"Mollusks, scallop, mixed species, imitation, made from surimi",18022.0,"Bread, cornbread, dry mix, enriched (includes corn muffin mix)",11409.0,"Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",11109.0,"Cabbage, raw",9252.0,"Pears, raw",932.0,24.96,31.560000000000002,140.83,33.29
164,1001.0,"Butter, salted",11199.0,"Yardlong bean, raw",1010.0,"Cheese, cheshire",11174.0,"Corn, sweet, yellow, canned, cream style, regular pack",9106.0,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",1311.0,29.089999999999996,112.59000000000002,54.09,3.29
165,1089.0,"Milk, low sodium, fluid",9144.0,"Jackfruit, raw",28039.0,"KASHI, TLC, Happy Trail Mix Cookies",11585.0,"Vegetable juice cocktail, low sodium, canned",9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",681.0,14.19,22.640000000000004,113.81000000000002,62.93000000000001
166,10134.0,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",9150.0,"Lemons, raw, without peel",18931.0,"USDA Commodity, Bakery, Flour Mix Low-fat",11734.0,"Beets, cooked, boiled. drained, with salt",9325.0,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",665.0,33.19,10.81,113.73,10.46
167,1035.0,"Cheese, provolone",11157.0,"Chrysanthemum, garland, raw",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",11378.0,"Potatoes, mashed, dehydrated, flakes without milk, dry form",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",890.0,37.97,27.81,128.03,20.819999999999997
168,23279.0,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",11871.0,"Succotash, (corn and limas), cooked, boiled, drained, with salt",11943.0,"Pimento, canned",11192.0,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",9415.0,"Pears, raw, green anjou",535.0,36.08,15.880000000000003,66.68,15.67
169,1121.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",11756.0,"Cardoon, cooked, boiled, drained, with salt",28057.0,"KEEBLER, CHIPS DELUXE, Oatmeal Chocolate Chip Cookies",11232.0,"Jute, potherb, cooked, boiled, drained, without salt",9150.0,"Lemons, raw, without peel",688.0,16.310000000000002,25.790000000000003,105.70000000000002,54.849999999999994
170,7226.0,"OSCAR MAYER, Salami Beef Cotto",11122.0,"Cardoon, raw",11158.0,"Chrysanthemum, garland, cooked, boiled, drained, without salt",11717.0,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",9021.0,"Apricots, raw",394.0,24.009999999999998,16.62,40.72,13.690000000000001
171,43278.0,"Cheese, american cheddar, imitation",28125.0,"KEEBLER, SANDIES, Chocolate Chip & Pecan Shortbread Cookies",11879.0,"Taro, leaves, cooked, steamed, with salt",11908.0,"Corn, sweet, white, canned, vacuum pack, regular pack",9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",941.0,27.789999999999996,47.129999999999995,107.0,44.22
172,1121.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",20054.0,"Rice, white, glutinous, raw",43278.0,"Cheese, american cheddar, imitation",11634.0,"Peppers, sweet, green, freeze-dried",9415.0,"Pears, raw, green anjou",1091.0,46.22,18.730000000000004,196.82,75.0
173,10861.0,"Pork, cured, bacon, cooked, microwaved",11949.0,"Catsup, low sodium",11444.0,"Seaweed, irishmoss, raw",11950.0,"Mushrooms, enoki, raw",9258.0,"Pears, canned, extra heavy syrup pack, solids and liquids",760.0,44.41,34.8,73.23,22.099999999999998
174,15162.0,"Mollusks, clam, mixed species, canned, liquid",1212.0,"Milk, dry, whole, without added vitamin D",11703.0,"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",11444.0,"Seaweed, irishmoss, raw",9383.0,"Tangerines, (mandarin oranges), canned, juice pack, drained",630.0,32.09,27.43,69.4,48.120000000000005
175,10152.0,"Pork, cured, ham, whole, separable lean only, unheated",28308.0,"Crackers, standard snack-type, with whole wheat",18969.0,"Cream puff, eclair, custard or cream filled, iced",11232.0,"Jute, potherb, cooked, boiled, drained, without salt",9445.0,"Kiwifruit, gold, raw",1041.0,38.92999999999999,42.830000000000005,127.37,44.46000000000001
176,10922.0,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted",11147.0,"Chard, swiss, raw",11828.0,"Potatoes, baked, flesh and skin, with salt",11058.0,"Beans, snap, canned, all styles, seasoned, solids and liquids",9174.0,"Loquats, raw",298.0,19.439999999999998,6.19,45.13,6.890000000000001
177,15268.0,"Fish, cod, Pacific, untreated, raw",20116.0,"Noodles, japanese, somen, dry",1215.0,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",11943.0,"Pimento, canned",9452.0,Orange Pineapple Juice Blend,742.0,48.0,15.49,101.99999999999999,21.3
178,1019.0,"Cheese, feta",1229.0,"Cheese, white, queso blanco",11747.0,"Burdock root, cooked, boiled, drained, with salt",11891.0,"Turnip greens, cooked, boiled, drained, with salt",9237.0,"Peaches, canned, water pack, solids and liquids",706.0,38.260000000000005,46.02,38.239999999999995,14.739999999999998
179,5091.0,"Chicken, broilers or fryers, thigh, meat and skin, raw",11380.0,"Potatoes, mashed, dehydrated, granules without milk, dry form",28059.0,"KEEBLER, CHIPS DELUXE, Peanut Butter Cups Cookies",11378.0,"Potatoes, mashed, dehydrated, flakes without milk, dry form",9229.0,"Papaya nectar, canned",1523.0,39.25,46.60999999999999,242.24,50.94
180,17391.0,"Lamb, New Zealand, imported, hind-shank, separable lean only, raw",1254.0,"Cheese food, pasteurized process, American, without added vitamin D",9301.0,"Rambutan, canned, syrup pack",11223.0,"Drumstick leaves, cooked, boiled, drained, without salt",9226.0,"Papayas, raw",630.0,43.64999999999999,30.380000000000003,52.13,14.41
181,10888.0,"Pork, cured, ham and water product, slice, bone-in, separable lean only, unheated",11563.0,"Tree fern, cooked, without salt",9383.0,"Tangerines, (mandarin oranges), canned, juice pack, drained",11906.0,"Corn, sweet, white, canned, cream style, regular pack",9056.0,"Boysenberries, canned, heavy syrup",343.0,18.24,4.43,64.14,11.370000000000001
182,1219.0,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",9144.0,"Jackfruit, raw",11190.0,"Cornsalad, raw",11182.0,"Corn, yellow, whole kernel, frozen, microwaved",9023.0,"Apricots, canned, water pack, without skin, solids and liquids",374.0,12.889999999999999,3.8999999999999995,76.80000000000001,25.339999999999996
183,7941.0,"Salami, Italian, pork and beef, dry, sliced, 50% less sodium",11432.0,"Radishes, oriental, dried",18390.0,"Pancakes, buttermilk, prepared from recipe",11293.0,"Onions, welsh, raw",9293.0,"Plums, dried (prunes), stewed, with added sugar",1006.0,39.49,37.04,137.85,39.5
184,7961.0,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",11236.0,"Kale, frozen, cooked, boiled, drained, without salt",11950.0,"Mushrooms, enoki, raw",9226.0,"Papayas, raw",286.0,23.72,3.01,46.98,27.029999999999998
185,23455.0,"Beef, New Zealand, imported, cube roll, separable lean and fat, raw",18253.0,"Doughnuts, french crullers, glazed",11236.0,"Kale, frozen, cooked, boiled, drained, without salt",11286.0,"Onions, yellow, sauteed",9415.0,"Pears, raw, green anjou",865.0,25.55,46.00000000000001,89.69,46.18000000000001
186,1116.0,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",18247.0,"Danish pastry, nut (includes almond, raisin nut, cinnamon nut)",43144.0,"Cabbage, mustard, salted",11136.0,"Cauliflower, cooked, boiled, drained, without salt",9237.0,"Peaches, canned, water pack, solids and liquids",566.0,13.95,29.06,66.21000000000001,38.82
187,5735.0,"Turkey, retail parts, wing, meat and skin, cooked, roasted",28293.0,"Cookie, butter or sugar, with chocolate icing or filling",20040.0,"Rice, brown, medium-grain, raw",11352.0,"Potatoes, flesh and skin, raw",9183.0,"Melons, casaba, raw",1205.0,43.47,39.660000000000004,169.18,40.269999999999996
188,1019.0,"Cheese, feta",11831.0,"Potatoes, boiled, cooked in skin, flesh, with salt",9023.0,"Apricots, canned, water pack, without skin, solids and liquids",11747.0,"Burdock root, cooked, boiled, drained, with salt",9420.0,"Jackfruit, canned, syrup pack",553.0,19.220000000000002,21.690000000000005,74.78999999999999,8.51
189,1007.0,"Cheese, camembert",18059.0,"Bread, rice bran",28264.0,"KEEBLER, Oatmeal Cookies",11609.0,"Beets, pickled, canned, solids and liquids",9013.0,"Apples, dried, sulfured, stewed, with added sugar",1169.0,36.800000000000004,49.11,148.67,49.620000000000005
190,5215.0,"Turkey, back, from whole bird, non-enhanced, meat only, raw",28000.0,"KELLOGG'S, EGGO, Mini Muffin Tops, Chocolate Chip",28098.0,"KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Peanut Butter",11632.0,"Peppers, jalapeno, canned, solids and liquids",9514.0,"Juice Smoothie, BOLTHOUSE FARMS, BERRY BOOST",1000.0,34.93000000000001,43.059999999999995,119.99,64.54
191,5361.0,"Chicken, broiler, rotisserie, BBQ, thigh meat and skin",18567.0,"KRAFT, STOVE TOP Stuffing Mix Chicken Flavor",11158.0,"Chrysanthemum, garland, cooked, boiled, drained, without salt",11827.0,"Pokeberry shoots, (poke), cooked, boiled, drained, with salt",9272.0,"Pineapple, frozen, chunks, sweetened",733.0,39.449999999999996,19.77,102.83,34.93
192,5726.0,"Turkey, thigh, from whole bird, enhanced, meat only, raw",11157.0,"Chrysanthemum, garland, raw",1182.0,"USDA Commodity, cheese, cheddar, reduced fat",11809.0,"Peas, edible-podded, cooked, boiled, drained, with salt",9434.0,"Guanabana nectar, canned",519.0,53.21,23.380000000000003,26.56,17.740000000000002
193,1010.0,"Cheese, cheshire",18939.0,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",1007.0,"Cheese, camembert",11236.0,"Kale, frozen, cooked, boiled, drained, without salt",9237.0,"Peaches, canned, water pack, solids and liquids",1150.0,51.150000000000006,66.44,89.28,35.6
194,17172.0,"Game meat, moose, raw",43144.0,"Cabbage, mustard, salted",18150.0,"Cookies, animal crackers (includes arrowroot, tea biscuits)",11400.0,"Potatoes, frozen, whole, unprepared",9286.0,"Pomegranates, raw",737.0,34.290000000000006,15.97,115.89999999999999,39.15
195,7913.0,"Salami, pork, beef, less sodium",1007.0,"Cheese, camembert",20116.0,"Noodles, japanese, somen, dry",11178.0,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared",9174.0,"Loquats, raw",1187.0,49.61000000000001,56.55000000000001,122.79,9.17
196,23225.0,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",9124.0,"Grapefruit juice, white, canned, sweetened",9011.0,"Apples, dried, sulfured, uncooked",43312.0,"Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added",9362.0,"Cherries, sour, canned, water pack, drained",606.0,21.29,19.26,95.13000000000001,77.61999999999999
197,7030.0,"Ham, minced",18127.0,"Cake, snack cakes, creme-filled, chocolate with frosting",43406.0,Yeast extract spread,11361.0,"Potatoes, roasted, salt added in processing, frozen, unprepared",9174.0,"Loquats, raw",1024.0,46.44,39.52,120.86,40.05
198,23296.0,"Beef, Australian, grass-fed,  external fat, raw",11770.0,"Corn, sweet, yellow, cooked, boiled, drained, with salt",1179.0,"Sour cream, light",11567.0,"Turnips, frozen, cooked, boiled, drained, without salt",9286.0,"Pomegranates, raw",847.0,21.43,64.87,51.519999999999996,20.78
199,13357.0,"Beef, cured, sausage, cooked, smoked",11711.0,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",11029.0,"Beans, kidney, mature seeds, sprouted, raw",11632.0,"Peppers, jalapeno, canned, solids and liquids",9013.0,"Apples, dried, sulfured, stewed, with added sugar",470.0,20.27,28.6,36.31,4.09
200,5068.0,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, flour",11729.0,"Beans, snap, green, canned, no salt added, drained solids",11246.0,"Leeks, (bulb and lower leaf-portion), raw",43144.0,"Cabbage, mustard, salted",9503.0,"Apples, raw, gala, with skin",413.0,30.930000000000003,14.700000000000001,39.41,16.45
201,7063.0,"Pork sausage, link/patty, unprepared",18420.0,"Cake, yellow, dry mix, regular, unenriched",1259.0,"Cheese spread, American or Cheddar cheese base, reduced fat",11852.0,"Salsify, cooked, boiled, drained, with salt",9415.0,"Pears, raw, green anjou",1029.0,36.349999999999994,45.53000000000001,120.89000000000001,20.619999999999997
202,5735.0,"Turkey, retail parts, wing, meat and skin, cooked, roasted",11096.0,"Broccoli raab, raw",18443.0,"Pie, apple, commercially prepared, unenriched flour",11810.0,"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",9322.0,"Tamarinds, raw",783.0,40.10999999999999,25.76,107.91,44.0
203,7266.0,"LOUIS RICH, Turkey Salami",9183.0,"Melons, casaba, raw",11445.0,"Seaweed, kelp, raw",11609.0,"Beets, pickled, canned, solids and liquids",9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",336.0,19.25,10.26,45.699999999999996,30.26
204,1081.0,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D",11767.0,"Chrysanthemum, garland, cooked, boiled, drained, with salt",1083.0,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D",11810.0,"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",9325.0,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",255.0,12.98,3.52,45.56,12.09
205,13320.0,"Beef, variety meats and by-products, brain, cooked, simmered",9503.0,"Apples, raw, gala, with skin",18247.0,"Danish pastry, nut (includes almond, raisin nut, cinnamon nut)",11777.0,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt",9286.0,"Pomegranates, raw",815.0,23.86,37.4,99.29,53.14
206,1007.0,"Cheese, camembert",9517.0,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",1096.0,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",43312.0,"Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added",9325.0,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",605.0,28.54,32.290000000000006,51.66,22.38
207,10867.0,"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",9120.0,"Grapefruit, sections, canned, juice pack, solids and liquids",28192.0,"KELLOGG'S, POP-TARTS, Gingerbread Toaster Pastries",11924.0,"Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt",9013.0,"Apples, dried, sulfured, stewed, with added sugar",766.0,39.02,22.189999999999998,111.34,38.31
208,10851.0,"HORMEL, Cure 81 Ham",9293.0,"Plums, dried (prunes), stewed, with added sugar",28060.0,"KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip Cookies",11770.0,"Corn, sweet, yellow, cooked, boiled, drained, with salt",9237.0,"Peaches, canned, water pack, solids and liquids",852.0,28.47,30.869999999999997,125.18,42.85
209,1200.0,Reddi Wip Fat Free Whipped Topping,28152.0,"KEEBLER, Vanilla Wafers Minis, Rainbow",28152.0,"KEEBLER, Vanilla Wafers Minis, Rainbow",11244.0,"Lambsquarters, raw",9229.0,"Papaya nectar, canned",1181.0,15.37,42.55,191.41,92.11
210,10853.0,"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",9293.0,"Plums, dried (prunes), stewed, with added sugar",28211.0,"MURRAY, Chocolatey Chip Thins Cookies",11863.0,"Squash, winter, all varieties, cooked, baked, with salt",9106.0,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",825.0,26.619999999999997,20.83,139.92,26.64
211,7045.0,"Luncheon meat, pork, canned",11943.0,"Pimento, canned",1081.0,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D",11205.0,"Cucumber, with peel, raw",9325.0,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",514.0,18.61,32.79,38.68,9.64
212,1046.0,"Cheese food, pasteurized process, American, vitamin D fortified",28035.0,"GIRL SCOUTS, Thin Mints Cookies",20121.0,"Spaghetti, cooked, enriched, without added salt",11182.0,"Corn, yellow, whole kernel, frozen, microwaved",9301.0,"Rambutan, canned, syrup pack",1203.0,31.43,52.39,153.46,41.510000000000005
213,1229.0,"Cheese, white, queso blanco",11092.0,"Broccoli, frozen, chopped, unprepared",18032.0,"Bread, irish soda, prepared from recipe",11645.0,"Sweet potato, canned, syrup pack, solids and liquids",9147.0,"Jujube, dried",1002.0,34.47,30.9,157.84,18.51
214,1092.0,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",11419.0,"Pumpkin leaves, cooked, boiled, drained, without salt",18348.0,"Rolls, dinner, whole-wheat",11712.0,"Bamboo shoots, cooked, boiled, drained, with salt",9415.0,"Pears, raw, green anjou",722.0,48.489999999999995,5.96,123.99000000000001,71.07
215,5040.0,"Chicken, broilers or fryers, light meat, meat only, cooked, fried",9252.0,"Pears, raw",11432.0,"Radishes, oriental, dried",11634.0,"Peppers, sweet, green, freeze-dried",9195.0,"Olives, pickled, canned or bottled, green",979.0,60.01,24.72,151.56,86.09
216,10134.0,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",11927.0,"Mountain yam, hawaii, cooked, steamed, with salt",11179.0,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",11717.0,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",489.0,31.630000000000003,6.73,80.31,21.31
217,5067.0,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",9073.0,"Cherries, sweet, canned, light syrup pack, solids and liquids",1237.0,"Ice cream, bar or stick, chocolate covered",11711.0,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",9124.0,"Grapefruit juice, white, canned, sweetened",731.0,28.079999999999995,40.27,65.52,47.07000000000001
218,17377.0,"Lamb, New Zealand, imported, testes, raw",28199.0,"MOTHER'S, English Tea Sandwich Cookies",43144.0,"Cabbage, mustard, salted",11156.0,"Chives, raw",9150.0,"Lemons, raw, without peel",624.0,21.37,22.810000000000002,90.44,37.75
219,7226.0,"OSCAR MAYER, Salami Beef Cotto",18443.0,"Pie, apple, commercially prepared, unenriched flour",18403.0,"Waffles, plain, frozen, ready -to-heat, toasted",11458.0,"Spinach, cooked, boiled, drained, without salt",9445.0,"Kiwifruit, gold, raw",838.0,27.49,37.13,103.17,17.53
220,23640.0,"Beef, variety meats and by-products, tripe, cooked, simmered",11767.0,"Chrysanthemum, garland, cooked, boiled, drained, with salt",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",11645.0,"Sweet potato, canned, syrup pack, solids and liquids",9028.0,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",322.0,15.420000000000002,4.529999999999999,57.83,26.16
221,7206.0,OSCAR MAYER. Bologna (Wisconsin made ring),9021.0,"Apricots, raw",9021.0,"Apricots, raw",31029.0,"Potatoes, french fried, wedge cut, frozen, unprepared",9211.0,"Orange juice, chilled, includes from concentrate, with added calcium",622.0,17.84,36.769999999999996,58.33,29.33
222,1251.0,"Cheese, Mexican blend",18403.0,"Waffles, plain, frozen, ready -to-heat, toasted",1179.0,"Sour cream, light",11243.0,"Mushrooms, portabella, grilled",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",875.0,38.010000000000005,49.410000000000004,72.88,18.43
223,7030.0,"Ham, minced",28098.0,"KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Peanut Butter",1070.0,"Dessert topping, powdered",11223.0,"Drumstick leaves, cooked, boiled, drained, without salt",9056.0,"Boysenberries, canned, heavy syrup",1502.0,34.339999999999996,90.05000000000001,147.04000000000002,88.03999999999999
224,15171.0,"Mollusks, oyster, Pacific, raw",11223.0,"Drumstick leaves, cooked, boiled, drained, without salt",20072.0,"Wheat, hard red winter",11380.0,"Potatoes, mashed, dehydrated, granules without milk, dry form",9174.0,"Loquats, raw",887.0,35.98,5.51,184.93,4.88
225,5089.0,"Chicken, broilers or fryers, neck, meat only, cooked, fried",28006.0,"KELLOGG'S, CINNABON, Pancakes, Original",28125.0,"KEEBLER, SANDIES, Chocolate Chip & Pecan Shortbread Cookies",11717.0,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",1302.0,44.05,52.39000000000001,164.39000000000001,81.57
226,17405.0,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, cooked, fast fried",11892.0,"Turnip greens, frozen, cooked, boiled, drained, with salt",1200.0,Reddi Wip Fat Free Whipped Topping,11349.0,Poi,9183.0,"Melons, casaba, raw",530.0,32.1,18.42,63.83,22.830000000000002
227,15251.0,"USDA Commodity, salmon nuggets, breaded, frozen, heated",18212.0,"Cookies, vanilla wafers, lower fat",11609.0,"Beets, pickled, canned, solids and liquids",11747.0,"Burdock root, cooked, boiled, drained, with salt",9148.0,"Kiwifruit, green, raw",867.0,21.72,27.66,139.65,63.63
228,5661.0,"Chicken, liver, all classes, cooked, pan-fried",18176.0,"Cookies, marshmallow, chocolate-coated (includes marshmallow pies)",11766.0,"Chayote, fruit, cooked, boiled, drained, with salt",11950.0,"Mushrooms, enoki, raw",9183.0,"Melons, casaba, raw",680.0,34.17,24.2,87.7,50.709999999999994
229,1215.0,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",11717.0,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",11157.0,"Chrysanthemum, garland, raw",11293.0,"Onions, welsh, raw",9013.0,"Apples, dried, sulfured, stewed, with added sugar",484.0,29.13,15.47,60.17,11.54
230,1035.0,"Cheese, provolone",18443.0,"Pie, apple, commercially prepared, unenriched flour",1179.0,"Sour cream, light",11908.0,"Corn, sweet, white, canned, vacuum pack, regular pack",9011.0,"Apples, dried, sulfured, uncooked",1046.0,34.32,49.040000000000006,128.57,57.97
231,5733.0,"Turkey, retail parts, breast, meat and skin, cooked, roasted",11921.0,"Peppers, sweet, red, sauteed",11224.0,"Hyacinth-beans, immature seeds, raw",11444.0,"Seaweed, irishmoss, raw",9316.0,"Strawberries, raw",424.0,34.33,18.74,35.78,13.86
232,1254.0,"Cheese food, pasteurized process, American, without added vitamin D",11791.0,"Kale, frozen, cooked, boiled, drained, with salt",9452.0,Orange Pineapple Juice Blend,44055.0,"Celery flakes, dried",9124.0,"Grapefruit juice, white, canned, sweetened",776.0,31.99,28.389999999999997,100.82,64.42999999999999
233,10914.0,"Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, heated, roasted",28260.0,"KELLOGG'S, EGGO, Waffles, Chocolate Chip",11841.0,"Potatoes, french fried, all types, salt not added in processing, frozen, oven-heated",11738.0,"Broadbeans, immature seeds, cooked, boiled, drained, with salt",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",761.0,32.46,29.29,94.11,22.92
234,1229.0,"Cheese, white, queso blanco",1129.0,"Egg, whole, cooked, hard-boiled",18982.0,"KASHI, H2H Woven Wheat Cracker, Roasted Garlic",11762.0,"Cauliflower, frozen, cooked, boiled, drained, with salt",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",958.0,45.65,46.940000000000005,89.16000000000001,12.69
235,15270.0,"Crustaceans, shrimp, untreated, raw",1223.0,"Protein supplement, milk based, Muscle Milk, powder",28300.0,"Cookies, oatmeal sandwich, with creme filling",11828.0,"Potatoes, baked, flesh and skin, with salt",9258.0,"Pears, canned, extra heavy syrup pack, solids and liquids",1084.0,71.11,36.2,120.52000000000001,38.25
236,7226.0,"OSCAR MAYER, Salami Beef Cotto",18176.0,"Cookies, marshmallow, chocolate-coated (includes marshmallow pies)",28199.0,"MOTHER'S, English Tea Sandwich Cookies",11906.0,"Corn, sweet, white, canned, cream style, regular pack",9252.0,"Pears, raw",1227.0,24.799999999999997,52.459999999999994,174.45000000000002,89.86
237,10948.0,"Pork, fresh, enhanced, loin, top loin (chops), boneless, separable lean only, raw",18630.0,"PILLSBURY, Chocolate Chip Cookies, refrigerated dough",11891.0,"Turnip greens, cooked, boiled, drained, with salt",11643.0,"Squash, winter, all varieties, raw",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",787.0,27.51,25.470000000000002,114.92,79.23
238,5722.0,"Turkey, retail parts, thigh, meat only, cooked, roasted",11254.0,"Lotus root, raw",1001.0,"Butter, salted",43144.0,"Cabbage, mustard, salted",9057.0,"Boysenberries, frozen, unsweetened",1028.0,30.790000000000006,87.82,35.57,8.35
239,23455.0,"Beef, New Zealand, imported, cube roll, separable lean and fat, raw",9452.0,Orange Pineapple Juice Blend,11254.0,"Lotus root, raw",11178.0,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared",9286.0,"Pomegranates, raw",521.0,25.92,18.439999999999998,70.15,26.740000000000002
240,7205.0,"OSCAR MAYER, Bologna Light (pork, chicken, beef)",11756.0,"Cardoon, cooked, boiled, drained, with salt",11497.0,"Succotash, (corn and limas), canned, with cream style corn",11258.0,"Mountain yam, hawaii, raw",9258.0,"Pears, canned, extra heavy syrup pack, solids and liquids",463.0,16.430000000000003,15.629999999999999,69.6,2.91
241,17391.0,"Lamb, New Zealand, imported, hind-shank, separable lean only, raw",9452.0,Orange Pineapple Juice Blend,11809.0,"Peas, edible-podded, cooked, boiled, drained, with salt",11178.0,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared",9028.0,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",377.0,27.61,4.53,61.55,17.060000000000002
242,1237.0,"Ice cream, bar or stick, chocolate covered",28125.0,"KEEBLER, SANDIES, Chocolate Chip & Pecan Shortbread Cookies",20001.0,"Amaranth grain, uncooked",11359.0,"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased",9013.0,"Apples, dried, sulfured, stewed, with added sugar",1481.0,25.799999999999997,68.27999999999999,193.64,46.699999999999996
