,DEP ID,DEP Descrip,BC ID,BC Descrip,FFC ID,FFC Descrip,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g
227,1178.0,"Sour cream, reduced fat",18314.0,"Pie, coconut cream, prepared from mix, no-bake type",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",493.0,10.38,31.800000000000004,44.65,9.05
228,1227.0,"Cheese, dry white, queso seco",18933.0,"Waffle, buttermilk, frozen, ready-to-heat, toasted",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",800.0,32.44,34.21,91.43,43.79
229,1116.0,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",18271.0,"Ice cream cones, cake or wafer-type",9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",531.0,11.93,10.27,96.53,20.64
230,1182.0,"USDA Commodity, cheese, cheddar, reduced fat",18064.0,"Bread, wheat",9415.0,"Pears, raw, green anjou",615.0,38.36,21.64,66.47,16.22
231,1182.0,"USDA Commodity, cheese, cheddar, reduced fat",28293.0,"Cookie, butter or sugar, with chocolate icing or filling",9322.0,"Tamarinds, raw",1024.0,34.099999999999994,42.4,133.32999999999998,73.17999999999999
232,1006.0,"Cheese, brie",18608.0,"KEEBLER, KEEBLER Chocolate Graham SELECTS",9252.0,"Pears, raw",856.0,28.21,44.42,87.48,36.7
233,1251.0,"Cheese, Mexican blend",28152.0,"KEEBLER, Vanilla Wafers Minis, Rainbow",9073.0,"Cherries, sweet, canned, light syrup pack, solids and liquids",891.0,28.15,46.96,91.34,48.12
234,1116.0,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",8252.0,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, prepared with water, salt",9229.0,"Papaya nectar, canned",179.0,5.71,3.8699999999999997,32.64,18.57
235,42258.0,"Cheese product, pasteurized process, cheddar, reduced fat",8501.0,"Cereals ready-to-eat, MALT-O-MEAL, Fruity DYNO-BITES",9150.0,"Lemons, raw, without peel",673.0,22.6,17.55,110.01999999999998,53.120000000000005
236,1250.0,"Nutritional supplement for people with diabetes, liquid",28085.0,"KEEBLER, FUDGE SHOPPE, Fudge Grahams, 1/2 Dipped, Reduced Fat",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",724.0,10.51,20.45,126.58,75.57
237,1129.0,"Egg, whole, cooked, hard-boiled",8506.0,"Cereals ready-to-eat, RALSTON Corn Flakes",9362.0,"Cherries, sour, canned, water pack, drained",554.0,19.17,11.73,99.58000000000001,15.950000000000001
238,1001.0,"Butter, salted",18275.0,"Muffins, blueberry, dry mix",9293.0,"Plums, dried (prunes), stewed, with added sugar",1134.0,5.42,84.58,93.94,32.79
239,1089.0,"Milk, low sodium, fluid",8673.0,"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS",9420.0,"Jackfruit, canned, syrup pack",503.0,12.27,5.52,107.8,22.900000000000002
240,1129.0,"Egg, whole, cooked, hard-boiled",18184.0,"Cookies, oatmeal, prepared from recipe, with raisins",9021.0,"Apricots, raw",638.0,20.479999999999997,27.2,80.64000000000001,10.36
241,1089.0,"Milk, low sodium, fluid",18933.0,"Waffle, buttermilk, frozen, ready-to-heat, toasted",9286.0,"Pomegranates, raw",453.0,12.19,14.12,71.55,22.54
242,1081.0,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D",8695.0,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED MINI-WHEATS, little bites",9503.0,"Apples, raw, gala, with skin",464.0,13.39,3.8,103.47,35.83
243,42258.0,"Cheese product, pasteurized process, cheddar, reduced fat",18642.0,"GENERAL MILLS, BETTY CROCKER SUPERMOIST Yellow Cake Mix, dry",9445.0,"Kiwifruit, gold, raw",713.0,22.630000000000003,22.759999999999998,106.13,62.900000000000006
244,1219.0,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",18345.0,"Rolls, dinner, oat bran",9174.0,"Loquats, raw",388.0,14.79,6.21,70.94,9.57
245,1014.0,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",28185.0,"KELLOGG'S, POP-TARTS MINI CRISPS, Frosted Strawberry Baked Bites",9226.0,"Papayas, raw",555.0,15.51,12.35,96.57999999999998,44.97
246,1237.0,"Ice cream, bar or stick, chocolate covered",8478.0,"Cereals ready-to-eat, MALT-O-MEAL, GOLDEN PUFFS",9272.0,"Pineapple, frozen, chunks, sweetened",814.0,10.27,25.090000000000003,136.42,90.74000000000001
247,1092.0,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",8003.0,"Cereals ready-to-eat, KELLOGG, KELLOGG'S APPLE JACKS",9147.0,"Jujube, dried",1020.0,43.900000000000006,5.220000000000001,213.98999999999998,95.89
248,1129.0,"Egg, whole, cooked, hard-boiled",28142.0,"KEEBLER, TOWN HOUSE, Original Crackers",9028.0,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",764.0,18.19,40.300000000000004,82.36999999999999,7.62
249,1178.0,"Sour cream, reduced fat",18414.0,"Bread, raisin, unenriched",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",495.0,15.4,18.61,69.6,10.0
250,43396.0,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",8228.0,"Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",478.0,20.22,8.09,85.71,43.55
251,43274.0,"Cheese, cream, low fat",28134.0,"KEEBLER, TOASTEDS, Party Pack Cracker Assortment",9252.0,"Pears, raw",741.0,14.709999999999999,38.42,87.76,22.77
252,1070.0,"Dessert topping, powdered",8573.0,"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, dry",9237.0,"Peaches, canned, water pack, solids and liquids",956.0,16.95,41.39,130.44000000000003,57.82
253,1006.0,"Cheese, brie",8146.0,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",783.0,37.35000000000001,29.939999999999998,98.34,1.82
254,1001.0,"Butter, salted",8087.0,"Cereals ready-to-eat, GENERAL MILLS, Multi-Grain Cheerios",9135.0,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",1147.0,9.52,85.33,96.23,35.459999999999994
255,1116.0,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",28177.0,"KELLOGG'S, POP-TARTS, Frosted Wild Strawberry Toaster Pastries",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",554.0,7.96,13.1,102.99,35.260000000000005
256,1281.0,"Yogurt, Greek, non fat, strawberry, CHOBANI",18237.0,"Cream puff shell, prepared from recipe",9183.0,"Melons, casaba, raw",470.0,18.14,26.12,41.0,16.98
257,1014.0,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",18156.0,"Cookies, fudge, cake-type (includes trolley cakes)",9174.0,"Loquats, raw",468.0,15.77,4.19,97.1,1.85
258,1010.0,"Cheese, cheshire",8316.0,"Cereals, QUAKER, hominy grits, white, regular, dry",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",850.0,32.760000000000005,32.35,110.21000000000001,0.64
259,1130.0,"Egg, whole, cooked, omelet",8592.0,"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS, Banana Nut",9434.0,"Guanabana nectar, canned",588.0,16.18,15.83,100.25999999999999,46.470000000000006
260,1184.0,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener",18280.0,"Muffins, corn, dry mix, prepared",9056.0,"Boysenberries, canned, heavy syrup",452.0,12.25,10.499999999999998,78.91,7.5
261,42136.0,"Cream substitute, powdered, light",18064.0,"Bread, wheat",9434.0,"Guanabana nectar, canned",757.0,12.73,19.11,137.01000000000002,92.38
262,1227.0,"Cheese, dry white, queso seco",18177.0,"Cookies, molasses",9013.0,"Apples, dried, sulfured, stewed, with added sugar",838.0,30.31,37.220000000000006,96.57000000000001,18.150000000000002
263,1224.0,"Protein supplement, milk based, Muscle Milk Light, powder",8023.0,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CRACKLIN' OAT BRAN",9195.0,"Olives, pickled, canned or bottled, green",936.0,60.230000000000004,41.42,96.14,32.54
264,1130.0,"Egg, whole, cooked, omelet",8567.0,"Cereals ready-to-eat, KASHI 7 Whole Grain Nuggets",9147.0,"Jujube, dried",797.0,26.07,15.56,155.24,5.31
265,42258.0,"Cheese product, pasteurized process, cheddar, reduced fat",28260.0,"KELLOGG'S, EGGO, Waffles, Chocolate Chip",9325.0,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",617.0,23.810000000000002,24.3,77.75999999999999,21.119999999999997
266,1226.0,"Egg substitute, liquid or frozen, fat free",28125.0,"KEEBLER, SANDIES, Chocolate Chip & Pecan Shortbread Cookies",9286.0,"Pomegranates, raw",677.0,17.27,33.27,79.9,42.17
267,1259.0,"Cheese spread, American or Cheddar cheese base, reduced fat",18148.0,"Cheesecake prepared from mix, no-bake type",9023.0,"Apricots, canned, water pack, without skin, solids and liquids",472.0,19.6,21.61,51.69,7.06
268,1259.0,"Cheese spread, American or Cheddar cheese base, reduced fat",8239.0,"Cereals ready-to-eat, GENERAL MILLS, Berry Burst CHEERIOS, Triple Berry",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",594.0,22.71,13.49,101.51,43.760000000000005
269,1071.0,"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk",18974.0,"KASHI, TLC, Honey Sesame Crackers",9106.0,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",680.0,12.639999999999999,23.18,112.1,33.230000000000004
270,43278.0,"Cheese, american cheddar, imitation",28000.0,"KELLOGG'S, EGGO, Mini Muffin Tops, Chocolate Chip",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",641.0,22.49,25.349999999999998,82.83,26.240000000000002
271,1166.0,"Cheese, mexican, queso asadero",18190.0,"Cookies, peanut butter sandwich, regular",9174.0,"Loquats, raw",881.0,31.830000000000002,49.56,80.61,38.309999999999995
272,1229.0,"Cheese, white, queso blanco",8210.0,"Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE",9041.0,"Bananas, dehydrated, or banana powder",1030.0,33.41,30.219999999999995,169.82999999999998,74.24
273,1227.0,"Cheese, dry white, queso seco",8066.0,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice",9041.0,"Bananas, dehydrated, or banana powder",1054.0,35.410000000000004,27.06,178.10000000000002,47.849999999999994
274,43278.0,"Cheese, american cheddar, imitation",18150.0,"Cookies, animal crackers (includes arrowroot, tea biscuits)",9011.0,"Apples, dried, sulfured, uncooked",928.0,24.53,28.12,151.58999999999997,88.22999999999999
275,1250.0,"Nutritional supplement for people with diabetes, liquid",8451.0,"Cereals, QUAKER, Quick Oats with Iron, Dry",9415.0,"Pears, raw, green anjou",525.0,18.540000000000003,10.049999999999999,95.85,13.790000000000001
276,1092.0,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",8393.0,"Cereals ready-to-eat, KASHI GOLEAN",9517.0,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",717.0,60.11,3.09,130.87,78.16
277,1182.0,"USDA Commodity, cheese, cheddar, reduced fat",8673.0,"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS",9011.0,"Apples, dried, sulfured, uncooked",875.0,36.94,20.54,147.29000000000002,76.21
278,1046.0,"Cheese food, pasteurized process, American, vitamin D fortified",18037.0,"Bread, oat bran",9517.0,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",614.0,27.38,30.200000000000003,59.85,22.759999999999998
279,1083.0,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D",8270.0,"Cereals ready-to-eat, GENERAL MILLS, COUNT CHOCULA",9195.0,"Olives, pickled, canned or bottled, green",571.0,9.91,20.98,93.31,33.63
280,1077.0,"Milk, whole, 3.25% milkfat, with added vitamin D",8693.0,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, cherry pistachio, dry",9028.0,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",538.0,15.68,14.36,92.98,31.39
281,1178.0,"Sour cream, reduced fat",8655.0,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, pecan bunches",9055.0,"Blueberries, frozen, sweetened",665.0,14.4,19.63,110.95,41.92
282,1081.0,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D",18275.0,"Muffins, blueberry, dry mix",9135.0,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",409.0,7.8,5.36,81.25999999999999,52.19
283,1092.0,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",8695.0,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED MINI-WHEATS, little bites",9272.0,"Pineapple, frozen, chunks, sweetened",795.0,44.69,2.52,158.69,93.49000000000001
284,1200.0,Reddi Wip Fat Free Whipped Topping,8130.0,"Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry",9195.0,"Olives, pickled, canned or bottled, green",662.0,13.229999999999999,24.95,105.75,46.559999999999995
285,1200.0,Reddi Wip Fat Free Whipped Topping,8228.0,"Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",556.0,12.4,12.08,106.56,55.6
286,1031.0,"Cheese, neufchatel",18082.0,"Bread stuffing, bread, dry mix, prepared",9148.0,"Kiwifruit, green, raw",491.0,13.490000000000002,31.900000000000002,39.95,14.29
287,1215.0,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",28251.0,"SUNSHINE, CHEEZ-IT, 100 Calorie Right Bites, Reduced Fat",9301.0,"Rambutan, canned, syrup pack",774.0,31.55,28.91,98.47,8.82
288,1092.0,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",8686.0,"Cereals, QUAKER, Weight Control Instant Oatmeal, maple and brown sugar",9124.0,"Grapefruit juice, white, canned, sweetened",765.0,52.05,7.01,127.57,64.47
289,1081.0,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D",28091.0,"KEEBLER, FUDGE SHOPPE, Fudge Stripes, Oatmeal",9211.0,"Orange juice, chilled, includes from concentrate, with added calcium",581.0,10.129999999999999,25.900000000000002,83.16,46.67
290,42303.0,"Cheese, muenster, low fat",18360.0,"Taco shells, baked",9325.0,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",833.0,31.52,39.49,89.35000000000001,5.0
291,42258.0,"Cheese product, pasteurized process, cheddar, reduced fat",28038.0,"JACKSON'S, Old Fashioned Vanilla Wafers",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",776.0,22.94,29.61,106.1,41.92
292,1014.0,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",8501.0,"Cereals ready-to-eat, MALT-O-MEAL, Fruity DYNO-BITES",9211.0,"Orange juice, chilled, includes from concentrate, with added calcium",523.0,14.92,3.56,108.02999999999999,52.760000000000005
293,1260.0,"Cheese, cheddar, reduced fat",18059.0,"Bread, rice bran",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",588.0,36.83,25.11,56.71,13.68
294,1254.0,"Cheese food, pasteurized process, American, without added vitamin D",18360.0,"Taco shells, baked",9011.0,"Apples, dried, sulfured, uncooked",1049.0,24.2,47.74,137.94,64.28
295,1096.0,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",28142.0,"KEEBLER, TOWN HOUSE, Original Crackers",9028.0,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",743.0,12.42,37.25000000000001,91.29,16.54
296,1260.0,"Cheese, cheddar, reduced fat",18939.0,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",9445.0,"Kiwifruit, gold, raw",778.0,33.28,31.999999999999996,90.99000000000001,40.230000000000004
297,1217.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",18931.0,"USDA Commodity, Bakery, Flour Mix Low-fat",9316.0,"Strawberries, raw",495.0,14.110000000000001,6.08,97.32,23.94
298,43276.0,"Cheese spread, cream cheese base",28191.0,"KELLOGG'S, SPECIAL K, Savory Herb Crackers",9211.0,"Orange juice, chilled, includes from concentrate, with added calcium",748.0,18.68,38.72,88.57,22.41
299,1070.0,"Dessert topping, powdered",28155.0,"KEEBLER, Waffle Bowls",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",1037.0,11.98,45.32,149.39000000000001,92.89
300,1251.0,"Cheese, Mexican blend",8393.0,"Cereals ready-to-eat, KASHI GOLEAN",9252.0,"Pears, raw",726.0,48.79,30.85,84.17,27.48
301,1260.0,"Cheese, cheddar, reduced fat",18190.0,"Cookies, peanut butter sandwich, regular",9120.0,"Grapefruit, sections, canned, juice pack, solids and liquids",824.0,36.85000000000001,41.60000000000001,78.87,44.5
302,1226.0,"Egg substitute, liquid or frozen, fat free",18476.0,"Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Blueberry",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",543.0,14.94,13.41,91.91,32.9
303,43261.0,"Yogurt, fruit variety, nonfat",18212.0,"Cookies, vanilla wafers, lower fat",9028.0,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",619.0,9.91,15.489999999999998,114.05,56.5
304,42303.0,"Cheese, muenster, low fat",18127.0,"Cake, snack cakes, creme-filled, chocolate with frosting",9183.0,"Melons, casaba, raw",698.0,29.439999999999998,33.63,70.39,46.949999999999996
305,1089.0,"Milk, low sodium, fluid",8103.0,"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, without salt",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",189.0,4.89,3.78,35.18,21.39
306,1121.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",28060.0,"KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip Cookies",9120.0,"Grapefruit, sections, canned, juice pack, solids and liquids",641.0,10.169999999999998,26.669999999999998,93.25999999999999,61.349999999999994
307,1035.0,"Cheese, provolone",8666.0,"Cereals ready-to-eat, GENERAL MILLS, Cinnamon Burst CHEERIOS",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",892.0,32.39,33.08,126.34,67.49
308,1070.0,"Dessert topping, powdered",18215.0,"Crackers, cheese, sandwich-type with peanut butter filling",9445.0,"Kiwifruit, gold, raw",1133.0,18.540000000000003,65.60000000000001,123.51,70.5
309,1001.0,"Butter, salted",8023.0,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CRACKLIN' OAT BRAN",9452.0,Orange Pineapple Juice Blend,1163.0,10.459999999999999,95.28999999999999,82.56,38.629999999999995
310,1259.0,"Cheese spread, American or Cheddar cheese base, reduced fat",28103.0,"KEEBLER, GRIPZ, CHIPS DELUXE, Rainbow Chocolate Chip Cookies, bite-size",9420.0,"Jackfruit, canned, syrup pack",738.0,18.47,26.72,108.94999999999999,40.56
311,1097.0,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",8615.0,"Cereals ready-to-eat, KELLOGG'S CRUNCHY NUT Golden Honey Nut flakes",9286.0,"Pomegranates, raw",546.0,15.92,5.27,113.35,58.52
312,1116.0,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",28035.0,"GIRL SCOUTS, Thin Mints Cookies",9286.0,"Pomegranates, raw",646.0,9.64,28.619999999999997,90.66,50.33
313,1129.0,"Egg, whole, cooked, hard-boiled",18494.0,"Toaster Pastries, KELLOGG, KELLOGG'S LOW FAT POP TARTS, Frosted brown sugar cinnamon",9252.0,"Pears, raw",578.0,17.64,16.65,90.05000000000001,41.370000000000005
314,43278.0,"Cheese, american cheddar, imitation",18949.0,"Crackers, whole-wheat, reduced fat",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",733.0,28.39,21.7,107.32,25.86
315,1121.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",8567.0,"Cereals ready-to-eat, KASHI 7 Whole Grain Nuggets",9147.0,"Jujube, dried",745.0,19.87,4.98,173.64999999999998,24.05
316,1260.0,"Cheese, cheddar, reduced fat",28300.0,"Cookies, oatmeal sandwich, with creme filling",9150.0,"Lemons, raw, without peel",736.0,31.060000000000002,39.0,69.0,34.120000000000005
317,1130.0,"Egg, whole, cooked, omelet",18972.0,"Bread, cheese",9362.0,"Cherries, sour, canned, water pack, drained",604.0,21.680000000000003,32.699999999999996,55.92,9.38
318,1260.0,"Cheese, cheddar, reduced fat",18141.0,"Cake, yellow, commercially prepared, with vanilla frosting",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",783.0,30.680000000000003,38.43,81.76,42.05
319,1014.0,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",18212.0,"Cookies, vanilla wafers, lower fat",9503.0,"Apples, raw, gala, with skin",570.0,15.59,15.609999999999998,93.94,49.72
320,1254.0,"Cheese food, pasteurized process, American, without added vitamin D",8478.0,"Cereals ready-to-eat, MALT-O-MEAL, GOLDEN PUFFS",9340.0,"Pears, asian, raw",769.0,23.13,26.75,108.93,63.980000000000004
321,1178.0,"Sour cream, reduced fat",43218.0,"Cereals ready-to-eat, ALPEN",9293.0,"Plums, dried (prunes), stewed, with added sugar",657.0,19.29,17.619999999999997,115.58000000000001,20.3
322,1092.0,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",8121.0,"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt",9258.0,"Pears, canned, extra heavy syrup pack, solids and liquids",526.0,37.83,2.37,89.44,52.46
323,1010.0,"Cheese, cheshire",18241.0,"Croissants, cheese",9309.0,"Rhubarb, frozen, uncooked",822.0,33.12,51.61,56.88,12.45
324,1129.0,"Egg, whole, cooked, hard-boiled",18048.0,"Bread, raisin, toasted, enriched",9211.0,"Orange juice, chilled, includes from concentrate, with added calcium",499.0,21.86,15.53,69.28999999999999,15.61
325,1226.0,"Egg substitute, liquid or frozen, fat free",28264.0,"KEEBLER, Oatmeal Cookies",9286.0,"Pomegranates, raw",609.0,18.770000000000003,21.270000000000003,88.4,46.57
326,1035.0,"Cheese, provolone",28198.0,"MOTHER'S, Double Fudge Creme Sandwich Cookies",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",891.0,31.22,47.129999999999995,93.64,33.660000000000004
327,1006.0,"Cheese, brie",8182.0,"Cereals, WHEATENA, cooked with water, with salt",9272.0,"Pineapple, frozen, chunks, sweetened",479.0,23.18,28.23,34.39,21.8
328,42136.0,"Cream substitute, powdered, light",18212.0,"Cookies, vanilla wafers, lower fat",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",912.0,7.4,31.009999999999998,157.3,120.60000000000001
329,1186.0,"Cheese, cream, fat free",8673.0,"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS",9055.0,"Blueberries, frozen, sweetened",540.0,24.9,3.05,109.01,43.64
330,1121.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",28187.0,"KELLOGG'S, SPECIAL K, Cracker Chips, Sea Salt",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",565.0,11.76,8.83,120.68,19.650000000000002
331,1166.0,"Cheese, mexican, queso asadero",8087.0,"Cereals ready-to-eat, GENERAL MILLS, Multi-Grain Cheerios",9135.0,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",786.0,31.270000000000003,32.480000000000004,99.04,38.269999999999996
332,1007.0,"Cheese, camembert",8211.0,"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S",9293.0,"Plums, dried (prunes), stewed, with added sugar",836.0,24.81,32.11,116.99000000000001,43.69
333,1212.0,"Milk, dry, whole, without added vitamin D",8210.0,"Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE",9316.0,"Strawberries, raw",902.0,36.13,31.110000000000003,125.12,68.49
334,1254.0,"Cheese food, pasteurized process, American, without added vitamin D",8066.0,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice",9316.0,"Strawberries, raw",745.0,24.54,26.83,104.02000000000001,10.48
335,1006.0,"Cheese, brie",8592.0,"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS, Banana Nut",9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",762.0,26.61,31.8,98.01,43.52000000000001
336,43261.0,"Yogurt, fruit variety, nonfat",28208.0,"MOTHER'S, Peanut Butter Gauchos Cookies",9021.0,"Apricots, raw",625.0,13.200000000000001,22.59,95.82000000000001,60.54
337,1010.0,"Cheese, cheshire",18414.0,"Bread, raisin, unenriched",9383.0,"Tangerines, (mandarin oranges), canned, juice pack, drained",699.0,32.02,35.04,66.49,8.25
338,1097.0,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",28032.0,"GIRL SCOUTS, Samoas Cookies",9517.0,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",615.0,11.17,26.17,86.93999999999998,56.62
339,1179.0,"Sour cream, light",28085.0,"KEEBLER, FUDGE SHOPPE, Fudge Grahams, 1/2 Dipped, Reduced Fat",9041.0,"Bananas, dehydrated, or banana powder",952.0,12.99,29.41,169.07999999999998,81.62
340,1217.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",8560.0,"Cereals ready-to-eat, KASHI GO LEAN CRUNCH!, Honey Almond Flax",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",559.0,21.51,11.09,106.15,58.15
341,42136.0,"Cream substitute, powdered, light",28074.0,"KEEBLER, E.L. FUDGE, Butter Flavored Cookies",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",1079.0,7.91,36.57,184.4,146.13
342,42303.0,"Cheese, muenster, low fat",8678.0,"Cereals ready-to-eat, GENERAL MILLS, Apple Cinnamon CHEX",9144.0,"Jackfruit, raw",774.0,31.11,24.69,109.55,48.58
343,43396.0,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",28209.0,"MOTHER'S, Taffy Sandwich Cookies",9415.0,"Pears, raw, green anjou",608.0,15.139999999999999,21.3,88.69,53.93000000000001
344,1186.0,"Cheese, cream, fat free",18103.0,"Coffeecake, cheese",9174.0,"Loquats, raw",491.0,23.119999999999997,16.4,64.1,5.48
345,1166.0,"Cheese, mexican, queso asadero",28236.0,"SUNSHINE, CHEEZ-IT, BIG Crackers",9041.0,"Bananas, dehydrated, or banana powder",1209.0,37.89,56.370000000000005,148.55,50.669999999999995
346,43543.0,"Milk, imitation, non-soy",28022.0,"KELLOGG'S, EGGO Seasons, Waffles, Pumpkin Spice",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",444.0,7.6899999999999995,14.35,72.92999999999999,14.5
347,1259.0,"Cheese spread, American or Cheddar cheese base, reduced fat",8685.0,"Cereals ready-to-eat, QUAKER WHOLE HEARTS oat cereal",9415.0,"Pears, raw, green anjou",618.0,21.48,14.590000000000002,106.6,38.32
348,1018.0,"Cheese, edam",18968.0,"Bagel, wheat",9445.0,"Kiwifruit, gold, raw",667.0,36.419999999999995,29.89,64.55,18.53
349,43276.0,"Cheese spread, cream cheese base",28236.0,"SUNSHINE, CHEEZ-IT, BIG Crackers",9120.0,"Grapefruit, sections, canned, juice pack, solids and liquids",839.0,19.2,54.99000000000001,70.11,12.8
